temperature,vibration,pressure,runtime_hours,machine_age,load_percentage,risk
50.32,4.78,1.8,9957.52,3.1,34.58,Low
47.94,4.04,5.93,4777.8,11.0,80.59,Medium
85.55,2.75,7.77,13083.04,3.21,34.81,Medium
61.86,6.22,4.04,366.94,6.23,21.06,Low
74.91,3.94,5.6,11189.28,11.03,44.22,Medium
68.45,6.23,5.83,5985.46,4.89,30.01,Low
57.4,7.44,5.87,2904.49,0.89,58.49,Low
87.23,4.2,5.38,11871.17,3.27,44.07,Low
54.63,4.09,1.82,13545.99,11.21,55.62,Medium
75.65,7.81,5.1,3099.94,8.76,86.71,Low
66.7,1.37,6.93,6533.64,6.53,59.66,Medium
83.73,5.21,3.04,7363.7,7.55,67.28,Medium
105.79,8.19,7.07,3555.4,1.38,21.52,High
65.53,1.04,7.25,6315.35,7.36,59.58,Low
74.14,4.21,2.13,10920.52,7.3,55.05,Medium
59.28,8.23,3.37,9071.29,12.72,72.56,Medium
102.41,6.65,3.73,6311.23,14.15,72.2,High
96.74,7.3,6.91,9365.45,4.6,79.94,High
53.39,2.2,5.24,1603.47,6.53,99.5,Low
60.26,5.23,7.99,5445.92,4.28,74.15,Medium
98.82,8.1,1.22,1048.62,6.74,69.41,Medium
81.53,4.63,7.96,11794.8,11.66,81.61,High
62.39,1.79,5.83,7779.27,10.21,76.51,Medium
96.93,8.68,6.29,14622.43,11.83,68.77,High
98.53,0.86,1.74,9485.9,13.13,92.88,High
92.34,6.52,6.33,7526.03,13.12,32.34,High
66.75,1.67,6.94,6642.72,6.53,81.52,Medium
99.26,4.53,3.01,2651.8,4.36,77.22,Medium
68.44,6.15,2.06,11327.26,6.61,38.25,Medium
71.87,3.98,4.21,12800.62,12.02,48.94,Low
73.77,7.05,6.02,7808.5,1.51,47.06,Medium
108.83,1.9,1.43,11411.97,10.07,71.32,High
48.76,5.87,5.99,9939.39,8.04,43.66,Medium
102.58,6.46,7.11,10851.11,5.05,47.53,Medium
103.51,5.69,2.03,6118.68,9.84,91.01,High
96.24,6.04,5.88,13326.36,11.83,52.36,High
102.26,1.22,4.76,5910.9,10.92,90.39,High
109.48,2.91,1.65,8321.61,8.06,80.56,High
46.52,8.07,4.78,3954.48,12.57,44.32,Medium
109.15,1.44,1.42,5657.39,9.59,48.36,Medium
94.18,8.5,4.14,8629.29,0.58,47.12,Medium
97.35,8.91,4.96,13425.65,9.6,62.66,High
60.2,3.04,5.67,12244.68,8.81,31.2,Medium
78.78,2.6,3.29,8777.3,12.43,48.9,Low
54.53,4.12,3.88,1474.5,6.66,30.41,Low
74.0,3.64,4.68,8864.77,8.02,51.58,Low
82.98,5.91,7.98,10366.37,14.24,78.54,High
98.55,1.73,1.89,10696.14,2.38,76.36,Medium
52.67,2.31,4.31,11222.79,14.19,49.55,Low
84.1,3.97,1.85,8619.29,1.08,32.26,Low
64.82,3.68,3.06,516.87,2.57,82.7,Low
48.16,8.1,7.22,3312.16,12.38,59.1,Medium
80.59,1.07,1.31,7269.53,4.99,56.19,Low
95.79,4.54,6.04,9125.07,11.55,60.38,High
94.51,6.17,2.04,10945.18,1.8,69.98,Medium
71.63,2.48,3.77,8160.82,14.39,91.2,Medium
86.98,7.86,5.95,8622.72,12.04,76.59,High
86.94,5.97,1.6,14332.01,8.36,80.61,High
78.91,6.88,4.52,378.09,10.04,62.55,Medium
62.87,2.25,6.81,12599.87,8.9,26.77,Medium
84.45,3.92,1.31,12943.42,0.84,54.96,Medium
46.56,4.99,3.67,1456.27,14.71,63.34,Low
54.36,2.67,1.63,4671.23,6.41,33.54,Medium
107.47,2.04,5.99,4540.56,1.93,31.4,Low
61.77,8.5,7.3,872.98,3.97,67.76,Medium
77.04,6.9,3.7,1814.71,1.38,57.19,Low
49.25,0.75,5.43,13714.65,0.77,64.33,Low
88.88,2.59,4.88,11799.69,4.92,52.54,Low
100.01,4.75,6.48,2221.27,8.34,33.46,Medium
79.94,4.1,7.38,6830.96,0.51,57.17,Medium
63.8,8.76,1.0,14009.25,7.49,67.83,High
109.95,7.66,2.49,12626.19,4.58,32.91,High
81.6,3.06,3.77,1932.36,2.52,64.52,Low
102.09,2.29,4.53,12050.64,13.32,95.63,High
108.68,6.52,2.91,9967.93,5.16,36.85,Medium
66.35,8.27,1.94,13841.64,9.33,20.34,Medium
88.73,4.01,7.27,10579.17,11.56,63.05,Medium
80.01,8.09,6.71,6733.13,2.29,97.76,High
98.79,3.54,2.24,11542.69,10.61,20.67,High
69.08,2.14,1.07,11172.85,11.5,74.44,High
57.45,7.44,5.38,12145.38,3.71,98.41,Medium
47.39,4.69,5.93,9129.8,0.6,98.74,Medium
52.21,2.86,4.5,2640.11,3.31,79.11,Low
81.73,1.06,1.9,1069.23,4.26,65.59,Low
102.27,6.7,2.92,12730.24,0.84,97.58,High
84.94,6.29,7.18,129.13,6.69,73.85,Medium
100.5,3.25,6.91,6162.45,2.26,61.46,Medium
68.5,6.95,7.19,3445.77,4.53,53.6,Medium
65.56,3.83,3.34,13213.47,12.21,99.22,Medium
108.58,4.1,1.52,3824.76,2.88,44.86,Low
46.81,4.17,1.17,11978.59,14.06,87.24,High
52.01,2.53,3.39,911.05,5.34,83.53,Low
95.42,5.77,6.35,9417.7,8.89,26.84,Medium
104.59,3.71,7.23,10431.12,11.85,24.96,High
48.56,5.69,4.02,1617.23,1.31,24.18,Low
71.11,5.75,3.88,12982.28,11.92,69.92,Medium
69.95,7.26,7.16,9326.54,5.42,95.01,Medium
74.51,3.29,2.35,1630.08,9.13,25.4,Low
103.78,1.57,4.56,5395.33,7.48,69.67,Low
60.8,7.27,1.42,4743.84,6.82,96.78,High
65.23,8.02,6.43,2296.4,4.98,47.43,Low
108.07,4.9,5.6,2254.55,3.94,85.53,Medium
100.82,4.09,2.37,3085.54,13.67,82.82,Medium
57.31,4.54,5.84,7064.3,10.54,88.16,High
107.6,5.74,3.93,2517.97,7.09,83.14,Medium
77.24,8.32,5.47,10428.99,7.26,37.05,Medium
92.75,8.6,3.32,11127.21,3.48,34.74,Medium
68.58,1.13,1.21,1816.32,4.71,35.55,Low
104.33,3.56,7.83,3066.93,4.62,37.52,Medium
91.72,3.39,4.88,2760.27,0.81,87.43,Low
46.36,6.26,3.65,11832.47,2.11,94.89,Medium
74.65,3.64,3.61,2653.26,8.14,83.92,Low
102.31,7.97,1.46,2252.04,13.9,83.59,High
79.62,6.4,3.23,6500.15,9.72,93.68,Medium
83.18,7.76,3.06,2313.65,4.08,70.36,Low
101.74,7.74,7.78,13298.93,3.53,26.51,High
96.41,5.73,2.17,5882.93,13.3,80.09,High
77.41,4.45,3.25,5670.79,10.57,77.25,Low
75.79,5.44,5.47,11880.3,9.92,36.58,Medium
74.39,2.49,2.53,6432.84,5.97,32.58,Low
61.54,1.22,6.26,4496.22,8.02,38.41,Low
75.24,5.78,3.98,7066.51,6.43,84.36,Low
62.75,0.71,4.09,4057.81,1.6,92.12,Low
99.77,4.86,5.51,11809.51,13.94,27.87,High
68.42,5.14,3.34,10159.1,4.13,79.62,Low
57.39,5.63,1.97,12839.49,10.88,63.45,Medium
45.55,3.05,6.76,11768.61,6.36,52.46,Medium
94.26,0.6,5.58,14840.19,14.3,89.24,High
59.75,6.87,4.32,7785.8,11.9,80.61,Medium
67.14,1.23,6.92,6489.02,14.16,53.42,Medium
74.25,5.25,3.62,8704.88,2.36,95.47,Low
77.49,6.1,3.48,3459.81,6.67,80.21,Medium
64.48,5.49,4.97,579.91,2.52,98.18,Low
81.93,7.29,7.4,8650.79,6.17,50.51,High
49.14,3.78,4.32,4999.74,14.45,71.12,Low
51.06,1.39,4.87,577.68,10.49,59.09,Low
57.93,8.25,3.7,3167.8,4.72,61.95,Low
48.73,4.91,2.2,12909.64,6.46,32.56,Medium
53.39,4.06,6.2,5895.99,13.6,36.52,Low
65.13,7.45,5.65,2465.84,8.84,44.83,Medium
77.66,6.32,2.93,210.91,2.57,25.12,Low
84.32,2.6,3.3,8581.51,7.62,57.02,Low
92.92,2.95,7.17,6898.97,10.65,76.93,High
70.42,7.5,6.95,6284.29,3.1,69.42,Medium
74.76,8.24,2.28,8572.37,6.21,95.65,High
102.56,1.84,7.18,8112.29,10.17,25.34,High
104.07,4.0,6.33,1906.34,5.85,80.43,Medium
94.83,3.27,4.16,3866.22,7.84,56.97,Low
86.53,6.24,4.23,5220.5,6.29,35.55,Low
45.7,1.47,7.42,4973.94,11.36,58.78,Low
50.37,6.08,6.0,6622.08,7.33,42.33,Low
56.09,0.65,1.7,4482.76,8.25,51.27,Low
88.64,0.6,2.91,6665.8,3.08,77.15,Low
59.05,6.42,6.86,12191.53,9.79,77.31,Medium
70.39,3.12,1.37,169.52,11.7,81.37,Medium
69.35,2.53,1.64,6383.07,14.84,46.97,Medium
89.2,1.04,7.71,1539.39,12.61,73.13,Medium
47.86,4.86,6.71,4907.93,9.59,69.97,Medium
70.68,4.14,2.63,1677.69,5.19,21.2,Low
45.78,2.31,2.54,9903.63,4.54,69.91,Low
49.38,2.36,3.11,9023.15,14.75,28.15,Medium
96.43,8.34,4.98,3853.91,1.87,45.95,Medium
89.06,8.77,5.86,5047.49,9.71,90.72,High
108.57,6.16,1.47,362.97,13.73,55.91,High
86.64,2.48,5.11,14826.87,3.87,69.31,Low
65.08,6.77,6.3,9334.52,1.37,49.96,Medium
58.13,3.69,5.49,3647.15,11.02,99.08,Medium
93.05,3.29,2.95,9689.67,11.53,61.67,Medium
87.12,2.95,1.17,12719.33,5.3,39.38,Medium
48.51,8.3,7.92,12041.63,10.6,37.8,High
78.9,2.06,5.41,1062.79,7.63,96.29,Low
86.23,1.7,2.43,1467.21,9.09,86.5,Low
60.36,1.16,6.07,4740.8,10.96,39.59,Low
84.38,3.08,5.03,14519.11,3.42,88.99,Medium
50.2,8.77,3.79,2599.71,6.9,60.42,Low
94.42,7.47,6.55,395.19,6.03,88.32,High
83.69,1.8,6.09,3933.65,7.22,56.29,Low
81.54,4.59,3.33,10751.46,3.34,93.29,Medium
45.83,4.76,6.08,7422.66,13.92,95.22,Medium
69.96,3.12,7.91,1161.39,13.33,99.4,Medium
70.01,5.31,2.36,6600.84,4.2,93.05,Low
78.12,4.65,5.82,10477.19,9.94,94.12,High
60.75,0.79,6.69,9501.2,10.31,75.8,Medium
61.99,4.37,5.77,3888.89,9.23,96.14,Medium
45.8,7.05,5.51,13761.55,6.27,66.89,Medium
78.7,2.1,3.96,12463.27,4.17,44.18,Medium
87.8,3.75,3.16,6232.97,13.21,78.21,Low
52.1,5.37,6.58,12232.0,4.4,36.76,Medium
90.44,0.55,2.18,7426.68,1.9,81.9,Medium
79.12,6.06,6.13,2642.45,5.93,76.32,Medium
76.62,4.77,1.77,8549.67,3.58,36.08,Medium
97.6,2.13,7.88,13087.07,6.89,93.04,High
101.44,1.91,3.05,5728.16,4.51,47.37,Low
60.26,4.62,6.32,241.65,4.36,96.42,Medium
96.3,0.86,2.48,11897.62,5.95,61.61,Medium
105.59,4.52,3.36,6498.86,5.88,91.21,Medium
98.1,8.5,5.66,5738.69,1.33,48.48,Medium
97.41,0.53,7.09,6086.94,12.61,94.0,High
84.12,7.89,2.96,10519.04,12.32,49.47,High
89.6,7.89,4.6,9937.4,0.55,71.05,Medium
46.08,3.56,1.32,12132.61,5.22,55.54,Medium
76.49,6.78,6.56,5290.18,14.12,95.32,High
109.15,7.79,7.34,11040.74,4.76,35.61,High
101.54,7.95,6.49,10778.32,0.96,59.83,Medium
64.59,6.22,4.84,13134.31,2.94,55.7,Low
76.34,5.1,2.7,2639.45,14.19,75.99,Low
73.27,6.58,2.12,13941.61,13.59,81.3,High
91.75,6.16,7.66,10091.96,10.15,93.82,High
50.88,6.38,7.1,13983.52,11.61,68.05,High
69.51,6.6,6.15,5786.59,9.81,64.95,Medium
97.55,2.4,1.81,1406.44,1.79,79.25,Medium
93.4,1.49,3.57,12814.62,14.33,66.15,Medium
65.2,5.52,2.33,5883.37,6.64,81.7,Low
78.78,5.61,2.55,5990.15,8.31,56.85,Low
98.05,3.02,2.53,10231.72,2.64,42.67,Low
83.93,3.13,7.93,1939.61,14.95,76.52,Medium
86.02,2.33,3.04,14500.79,1.35,84.82,Medium
98.81,2.29,6.13,12175.24,10.66,24.21,High
100.69,6.68,3.09,12243.68,13.73,32.74,High
80.62,3.37,5.75,14855.68,11.49,51.29,High
92.24,2.9,7.46,10546.52,8.45,27.79,Medium
93.9,5.43,6.64,12762.16,10.79,56.6,High
82.52,4.26,4.38,13468.55,3.54,84.35,Medium
92.8,0.58,6.08,8677.66,10.34,99.08,High
69.48,8.85,5.76,2606.52,1.32,48.45,Low
56.68,0.95,7.86,9786.46,9.1,97.58,Medium
60.93,1.51,3.78,4610.08,9.14,33.8,Low
95.43,8.92,5.7,1435.21,7.22,85.46,High
62.89,6.05,3.57,1888.01,1.7,59.14,Low
59.62,5.49,7.91,7244.53,10.56,27.56,Medium
56.77,4.62,5.51,6561.48,8.79,27.96,Low
91.39,7.83,4.76,6139.42,10.66,51.5,High
95.93,5.01,1.45,12573.44,8.32,85.51,High
93.98,2.26,5.61,1848.16,13.0,75.62,Medium
81.06,7.3,1.86,2019.36,3.49,32.9,Medium
61.69,6.9,1.59,1958.29,4.83,97.3,Medium
72.5,8.53,1.0,4578.94,14.22,61.56,Medium
87.85,4.28,5.04,10457.01,8.08,98.88,Medium
84.4,4.84,5.82,9972.99,1.15,22.94,Medium
64.48,7.58,7.7,9071.95,3.63,48.73,Medium
92.39,4.09,4.85,3984.05,9.92,33.07,Low
50.41,2.66,3.98,10448.28,8.27,25.64,Low
109.7,6.42,2.35,5644.92,10.03,85.64,High
55.66,7.48,3.21,11837.98,5.99,97.12,Medium
50.04,1.56,1.77,8270.69,1.46,71.21,Low
104.1,7.11,2.02,11991.65,4.47,27.84,High
69.61,1.39,7.48,2718.4,11.06,44.52,Medium
51.21,3.47,5.01,4301.75,4.43,27.93,Low
56.1,8.55,3.73,5243.08,11.25,97.44,High
80.86,8.0,3.82,8925.42,4.26,74.93,Medium
87.74,1.71,4.97,4083.81,13.82,71.14,Low
90.99,2.62,5.26,10631.12,3.16,98.9,Medium
77.64,2.84,3.99,14130.99,13.28,85.12,Medium
86.32,1.24,3.14,11581.62,12.76,70.77,Medium
92.45,8.53,2.16,955.43,11.28,64.33,High
97.54,0.59,7.64,10187.79,14.02,30.91,High
78.48,8.98,7.22,10498.44,6.38,69.3,Medium
91.42,6.47,6.25,3738.97,11.22,96.07,High
89.47,0.86,4.14,2611.13,13.99,81.1,Medium
56.36,3.62,1.93,5364.04,1.24,59.64,Low
69.26,1.46,7.4,3821.5,8.32,81.31,Low
63.85,4.61,2.85,133.29,9.65,51.49,Low
105.39,8.65,4.61,13411.93,14.06,91.4,High
48.74,0.55,4.22,4545.42,2.05,47.98,Low
71.13,0.58,4.02,3043.41,8.17,91.88,Low
53.05,4.64,2.09,9883.84,3.78,51.63,Low
68.69,8.08,4.75,4115.28,14.85,72.5,Medium
55.52,3.51,4.04,5452.63,13.12,35.88,Low
63.52,1.64,3.95,5035.08,0.96,73.3,Low
107.38,8.85,1.83,7387.11,7.69,74.54,High
66.12,7.0,7.17,7577.69,13.89,87.45,High
53.54,8.64,6.55,1979.24,5.49,21.09,Medium
48.38,7.55,4.01,8996.59,0.62,58.42,Low
76.59,6.97,2.73,2372.19,7.91,39.96,Low
101.17,8.95,2.73,12327.08,3.38,76.52,Medium
90.57,4.77,2.27,14889.02,9.07,70.76,High
52.83,3.91,2.92,2963.44,2.62,21.41,Low
50.91,0.93,3.85,4666.04,9.68,38.51,Low
72.69,1.02,3.99,869.67,2.1,49.09,Low
91.25,2.6,7.27,2808.1,0.51,72.83,Medium
58.78,4.51,7.36,1601.35,3.18,95.87,Medium
66.73,1.45,5.68,10276.13,11.67,30.42,Medium
93.18,3.57,6.45,7980.04,5.89,72.02,Medium
82.98,1.24,1.74,9480.42,9.23,23.28,Medium
57.54,4.29,1.69,14133.09,9.48,44.12,Medium
109.33,2.22,6.05,752.79,3.28,64.04,Low
102.95,6.95,6.92,8449.16,5.54,49.28,Medium
104.21,1.08,3.93,13976.85,7.81,21.75,Medium
62.82,8.72,3.03,14341.46,1.38,97.8,Medium
93.15,3.88,5.79,13066.81,14.59,33.24,High
69.97,7.12,3.81,4145.26,3.17,32.8,Low
83.49,0.58,7.5,7740.66,7.81,77.65,Medium
64.72,2.37,5.96,8327.05,2.98,23.65,Low
63.97,5.94,7.59,4238.57,2.43,89.87,Medium
86.76,2.62,6.76,8065.46,0.52,47.8,Medium
108.19,3.26,7.62,13271.4,4.33,30.69,High
64.17,8.87,5.38,255.08,5.65,78.44,Low
56.49,8.76,4.76,14683.56,11.78,82.44,Medium
91.97,6.35,7.62,3934.44,9.58,68.35,Medium
98.1,2.38,2.88,8766.79,12.21,80.23,Medium
73.99,6.7,4.04,2310.18,7.45,59.68,Low
57.03,7.83,2.32,7408.72,11.08,71.81,Low
65.16,8.02,6.72,10341.77,3.22,31.48,Medium
60.94,8.23,7.79,1593.48,8.14,78.14,Medium
84.21,3.71,1.15,12415.78,11.57,71.56,Medium
53.59,7.05,2.87,14085.12,9.19,83.39,Medium
107.25,1.4,6.15,5142.01,10.76,36.19,Medium
94.38,8.09,6.71,4680.04,7.44,39.5,High
89.98,5.83,1.86,12391.38,1.99,43.74,Medium
102.62,4.03,1.01,3442.26,3.79,50.83,Medium
87.6,2.42,7.15,5832.68,13.32,85.82,Medium
76.97,8.92,2.57,14351.35,4.59,26.1,Medium
52.69,8.35,7.44,13444.24,9.27,34.25,High
66.76,2.04,3.98,13407.45,10.46,69.98,Medium
67.65,1.38,7.41,9959.8,14.03,84.86,Medium
96.28,7.82,7.85,11688.98,2.63,31.82,High
91.89,7.18,4.35,1102.97,8.88,96.77,High
54.4,3.25,1.89,11536.28,5.61,59.54,Low
90.07,4.02,6.55,5068.63,12.13,72.32,High
69.91,5.17,4.77,7439.76,8.28,38.41,Low
82.76,4.09,5.05,10433.13,11.35,76.25,Medium
68.51,2.23,6.95,5499.74,7.37,30.69,Low
48.87,3.47,6.94,13014.91,12.38,43.58,Medium
99.29,5.19,7.52,6374.05,3.56,37.97,Medium
52.62,6.41,2.0,11022.91,10.59,53.98,Medium
90.59,6.13,1.52,12577.81,13.12,22.41,High
54.18,2.58,1.09,12482.91,6.54,81.23,Medium
93.33,6.86,5.89,4562.66,6.47,46.99,Medium
63.64,1.83,7.17,578.57,11.39,60.26,Low
70.77,4.1,7.64,6869.02,10.82,40.64,Medium
77.62,6.53,3.97,2436.33,14.61,61.72,Medium
93.3,3.9,1.39,5945.14,12.43,98.08,High
99.71,7.44,4.28,4766.53,9.81,86.18,Medium
48.55,3.66,3.97,4121.8,2.01,49.02,Low
46.82,2.9,4.79,1073.26,9.16,80.52,Low
57.2,2.21,7.5,3680.99,1.73,65.61,Low
81.64,7.22,1.32,4787.25,14.18,20.68,High
93.86,8.65,4.5,4785.64,6.16,48.47,Medium
90.67,1.33,3.85,11147.62,1.96,84.6,Medium
46.54,7.27,4.34,13045.3,1.04,32.9,Medium
50.12,5.82,7.67,3550.39,3.63,74.52,Medium
94.97,1.87,7.75,7792.88,11.07,72.11,High
74.09,1.62,3.04,9389.71,14.13,23.2,Low
60.54,8.97,5.25,14374.43,8.72,99.55,Medium
97.31,1.71,7.09,8252.33,14.55,82.52,High
77.43,4.37,2.19,4504.56,1.49,66.12,Low
50.8,2.02,6.4,3943.37,7.36,40.48,Low
87.27,1.69,1.87,8574.13,1.07,88.72,Medium
71.59,5.77,5.76,6668.33,7.93,69.97,Low
69.29,6.3,4.54,4016.13,13.2,74.6,Medium
108.53,0.98,6.53,10526.2,8.63,32.36,Medium
63.89,1.84,3.79,1187.38,6.13,56.98,Low
67.68,4.48,4.75,12292.52,2.08,34.42,Low
104.63,8.34,6.38,3072.12,5.27,45.38,Medium
76.61,6.47,4.33,4247.79,1.06,32.46,Low
54.46,2.31,4.98,14818.38,11.73,24.99,Medium
96.32,8.82,2.49,3251.24,0.83,80.69,Medium
62.54,5.9,1.59,1131.96,6.37,43.87,Medium
101.63,4.96,5.69,3965.76,12.54,27.4,Medium
67.23,6.9,2.15,5304.22,6.58,58.04,Medium
107.76,4.21,7.39,8597.72,12.43,64.87,High
57.91,6.64,5.05,2254.8,10.13,85.88,Medium
45.92,8.12,7.54,7541.74,5.09,83.36,Medium
62.08,6.64,7.92,14155.52,12.93,70.74,High
51.33,2.36,7.85,6360.62,8.42,33.29,Low
59.05,2.28,2.34,10226.46,14.35,49.62,Low
46.05,8.12,4.51,13029.6,10.64,71.91,Medium
71.91,3.49,6.8,6445.15,14.62,46.87,Medium
74.82,3.67,4.87,2523.59,6.82,42.8,Low
86.22,6.47,7.57,13597.65,1.94,27.01,Medium
50.83,0.64,7.53,1644.76,11.37,69.91,Medium
51.48,4.27,5.07,586.27,4.7,53.65,Low
95.5,5.19,1.8,12859.51,14.28,48.05,High
71.84,7.47,5.93,11143.18,0.61,49.97,Medium
77.99,2.77,5.61,4680.21,13.59,92.75,Medium
45.27,8.23,1.23,491.08,11.96,87.26,High
98.3,5.6,3.35,14391.49,14.9,39.35,High
57.52,5.98,6.8,12039.84,8.88,30.31,Medium
108.53,1.98,7.33,7807.43,6.84,27.97,Medium
77.78,5.87,6.49,12661.16,9.6,40.82,Medium
55.34,3.24,1.65,482.04,0.67,81.6,Low
46.81,6.51,7.44,1273.71,6.04,79.39,Medium
108.92,5.89,6.44,2879.67,9.96,37.74,Medium
79.8,2.58,6.46,11812.12,11.67,72.74,High
50.39,1.72,1.16,14773.49,13.07,28.87,High
52.97,1.71,2.83,2791.35,1.62,87.57,Low
70.4,4.67,1.15,1196.28,14.41,26.11,Medium
69.39,3.17,7.36,12147.38,3.11,20.81,Medium
87.88,5.87,6.98,1846.39,5.47,47.74,Medium
84.0,0.54,4.65,3892.07,2.26,68.49,Low
46.5,4.85,2.07,13016.43,2.16,37.36,Medium
54.01,1.21,5.84,1986.05,4.47,35.94,Low
67.66,5.19,3.06,11203.4,7.69,61.01,Medium
104.95,2.63,2.39,12705.93,10.9,96.95,High
82.94,7.01,3.18,11932.08,14.33,59.03,High
72.54,6.85,6.71,9381.37,9.31,54.35,High
67.94,8.13,6.74,6796.11,13.4,96.65,High
83.15,2.99,6.79,9711.96,14.49,48.18,Medium
52.45,7.38,4.01,2870.13,4.06,37.21,Low
69.18,7.13,1.86,4846.98,0.66,46.31,Low
81.89,3.23,2.63,1086.9,4.61,36.97,Low
51.69,2.86,5.26,13262.07,12.97,25.99,Medium
89.34,4.2,6.69,3052.44,1.22,59.51,Low
109.37,4.08,1.87,2649.98,5.24,50.63,Medium
46.38,0.65,6.48,8678.81,0.57,56.94,Low
99.71,3.92,7.27,13778.71,1.07,71.58,Medium
75.54,7.55,3.91,4584.87,5.1,47.67,Low
81.17,3.16,5.29,5960.58,10.6,56.37,Low
99.8,8.47,1.72,3437.81,12.47,31.1,High
100.99,6.66,2.58,1411.45,11.0,84.98,High
109.32,8.44,7.08,3969.35,11.88,28.86,High
49.88,3.3,5.29,12206.03,4.41,33.63,Low
82.92,1.52,3.24,2305.22,8.97,88.01,Medium
86.4,6.18,4.65,3683.8,7.43,59.21,Low
65.92,6.71,2.58,4030.8,4.8,26.62,Low
99.31,2.56,5.53,12852.37,10.58,26.01,High
48.92,0.61,2.51,12295.82,3.22,28.36,Low
97.91,6.97,4.6,4769.05,14.19,76.68,High
100.11,1.4,1.91,13758.79,6.09,56.19,High
78.38,7.13,2.32,4239.79,2.88,44.57,Medium
87.14,1.75,7.13,11200.89,3.99,91.53,High
62.34,4.55,4.72,5344.16,2.22,64.02,Low
73.05,1.78,4.52,7668.11,1.27,41.81,Low
48.19,3.75,7.5,2989.58,3.25,34.13,Low
79.42,4.7,4.03,10249.29,9.87,96.72,Medium
52.49,8.11,5.03,3657.63,8.22,42.04,Medium
90.47,3.94,3.75,3376.34,12.45,75.33,Medium
58.37,7.18,3.43,4391.09,9.15,78.71,Low
57.03,8.22,5.35,11112.45,12.86,75.03,High
65.48,1.09,2.31,13508.05,2.56,21.02,Low
72.81,0.68,7.82,13230.74,2.98,80.82,Medium
83.61,8.74,5.08,7375.78,4.09,28.75,Low
81.87,8.92,6.85,7926.51,2.93,31.73,Medium
51.5,7.33,3.35,7410.86,5.59,63.66,Low
61.48,4.4,6.79,4586.9,5.34,61.43,Low
76.48,2.79,4.64,9633.02,2.64,52.83,Low
87.86,1.7,4.48,3741.08,11.24,97.86,Medium
58.41,1.26,7.44,5728.9,2.07,41.91,Low
103.45,4.32,7.71,7950.91,4.35,74.33,Medium
70.42,4.05,7.96,4708.92,1.1,61.61,Low
99.22,1.55,6.57,8543.27,11.99,47.76,Medium
108.02,4.74,5.8,7048.13,2.68,97.33,High
81.28,1.88,4.41,1062.79,4.77,56.31,Low
63.4,5.54,1.37,4656.74,6.74,72.82,Medium
48.24,1.67,7.15,11800.42,7.78,96.68,High
55.08,1.23,2.89,14939.12,3.35,66.82,Low
63.9,0.77,7.53,3806.05,10.34,50.9,Medium
107.85,1.33,2.83,4600.14,5.01,65.11,Low
97.28,1.68,6.37,3825.3,6.54,35.96,Medium
50.56,5.32,5.4,8232.88,5.95,90.07,Medium
51.24,4.98,5.86,7606.85,10.43,48.6,Medium
72.8,4.07,3.87,512.33,8.6,96.6,Low
50.75,1.69,7.35,11820.82,8.91,49.85,Medium
80.31,5.31,3.05,11354.49,6.19,52.24,Medium
75.08,6.99,4.63,12604.05,1.73,41.61,Low
66.68,1.33,3.03,7273.87,5.3,24.87,Low
88.84,6.78,1.37,3155.46,2.59,79.23,Medium
53.87,8.11,5.48,2406.15,9.61,77.53,Low
97.37,5.8,2.4,1100.42,2.72,90.39,Medium
51.3,2.24,4.32,12507.62,6.94,24.45,Low
64.5,4.61,2.29,3600.43,12.79,40.82,Medium
89.29,7.8,5.32,6542.07,9.72,34.78,Medium
56.1,6.8,4.83,7194.76,4.71,73.4,Medium
77.04,6.18,3.74,10495.03,2.06,53.35,Low
54.63,2.91,1.84,5902.5,8.92,22.73,Low
73.89,8.22,3.48,2175.62,13.3,56.67,Low
108.81,3.54,6.99,7597.76,5.56,76.5,Medium
78.35,1.98,2.06,9873.41,8.67,56.76,Medium
63.09,6.98,3.12,5969.54,13.78,71.61,Medium
107.57,5.65,2.26,10656.65,7.85,72.71,High
53.41,3.25,7.69,5286.62,9.45,52.3,Low
46.92,6.73,2.62,10012.39,7.74,74.35,Medium
94.39,8.84,6.66,11016.44,3.93,91.98,High
92.33,3.76,7.81,13843.4,1.4,40.04,Medium
100.04,1.12,6.34,9137.35,12.69,93.88,High
52.0,4.32,1.93,9597.2,8.57,35.66,Low
73.44,2.93,2.41,2515.13,12.3,84.69,Low
50.59,0.71,7.72,1533.47,0.98,31.25,Low
68.37,3.97,4.83,1172.28,3.19,78.4,Low
77.25,7.58,4.99,7158.62,5.61,69.48,Low
100.47,7.31,4.07,9419.51,13.17,65.53,High
95.86,3.03,1.83,3535.55,9.22,46.47,Medium
98.39,2.96,6.8,5917.35,5.69,89.8,Medium
107.93,1.14,5.03,12812.61,14.01,60.0,Medium
85.21,5.14,7.24,8783.31,14.09,98.79,High
47.1,4.08,2.4,13331.62,1.36,36.34,Low
105.07,6.14,7.15,3610.7,1.56,95.84,High
90.7,7.01,1.25,14717.74,14.27,67.85,High
105.41,8.04,4.35,2029.02,10.99,28.32,Medium
77.99,6.03,4.02,4620.93,12.82,97.72,Medium
105.53,0.72,6.47,3023.0,9.32,50.35,Low
80.91,0.94,6.36,10462.06,6.73,54.15,Medium
52.51,1.5,5.31,13562.91,5.6,47.45,Low
60.48,1.28,1.07,6254.68,11.41,84.62,Medium
81.92,8.92,1.1,10825.42,12.28,26.13,High
